matchID,year,t_games,win_rate,avg_points,fgr,fg3r,ftr,orr,drr,astr,tor,stlr,blkr,pfr
2017_1116_1343,2017,4,-0.036,8.46475507766,0.011,-0.015,0.028,3.34050179211,-0.143369175627,0.0310633213859,1.59856630824,0.530465949821,1.60812425329,4.6164874552
2017_1116_1344,2017,-1,0.117,10.3629032258,0.018,0.001,0.068,2.48286290323,0.373991935484,0.102822580645,-0.884072580645,0.70060483871,1.64516129032,3.71370967742
2017_1116_1345,2017,0,-0.064,0.161290322581,-0.015,-0.037,-0.011,1.61290322581,-3.25806451613,-3.87096774194,-1.29032258065,2.32258064516,2.12903225806,5.1935483871
2017_1116_1348,2017,1,0.042,7.51290322581,0.017,0.042,0.103,-0.748387096774,-0.465591397849,0.923655913978,0.376344086022,0.786021505376,-1.55483870968,-0.294623655914
2017_1116_1355,2017,-3,0.213,3.05407969639,0.006,0.006,-0.017,2.42220113852,-1.03225806452,1.02561669829,-1.20208728653,2.21347248577,2.32163187856,4.16223908918
2017_1116_1371,2017,0,0.065,6.64516129032,0.014,0.032,0.113,-1.58064516129,-1.61290322581,1.77419354839,-1.83870967742,0.516129032258,2.16129032258,2.1935483871
2017_1116_1374,2017,0,-0.129,6.03225806452,-0.005,-0.034,0.066,-0.935483870968,-1.64516129032,-2.22580645161,0.935483870968,1.48387096774,1.22580645161,6.38709677419
2017_1116_1376,2017,0,0.032,7.93548387097,0.049,0.027,0.064,-1.16129032258,0.967741935484,1.41935483871,-1.8064516129,-0.483870967742,0.741935483871,0.0322580645161
2017_1116_1388,2017,-1,-0.133,8.61290322581,-0.031,-0.03,0.011,1.82661290323,-0.969758064516,-2.45967741935,1.17842741935,3.26310483871,1.45766129032,6.08870967742
2017_1116_1407,2017,-2,0.166,1.79472140762,0.007,0.003,0.036,0.481915933529,-1.06256109482,0.956989247312,-0.956989247312,1.38905180841,1.00879765396,2.89931573803
2017_1116_1411,2017,-1,0.086,5.17540322581,0.032,0.07,0.021,-0.423387096774,1.74899193548,2.57157258065,0.490927419355,0.63810483871,1.48891129032,3.43245967742
2017_1116_1413,2017,-1,0.117,9.36290322581,0.024,0.006,0.094,1.42036290323,-0.313508064516,0.977822580645,-2.47782258065,1.70060483871,1.45766129032,1.21370967742
2017_1116_1417,2017,-1,-0.164,-10.2308467742,-0.057,-0.044,0.021,1.60786290323,-4.65725806452,-7.36592741935,0.240927419355,1.20060483871,-0.761088709677,4.61995967742
2017_1116_1423,2017,-3,-0.111,-4.56356736243,-0.017,0.003,0.067,-0.548387096774,1.0559772296,-1.85673624288,1.29791271347,0.654648956357,1.32163187856,0.868121442125
2017_1116_1425,2017,-2,0.015,1.91593352884,0.011,0.006,0.02,0.663734115347,-0.395894428152,-1.01270772239,0.588465298143,0.176930596285,-0.77908113392,4.95992179863
2017_1116_1433,2017,0,-0.032,5.83870967742,-0.001,0.038,0.048,0.838709677419,-0.483870967742,-1.09677419355,-1.12903225806,-0.258064516129,0.548387096774,0.0
2017_1116_1435,2017,-1,0.179,9.08165322581,0.029,-0.011,-0.012,3.13911290323,-1.15725806452,1.19657258065,-0.602822580645,3.26310483871,0.895161290323,4.05745967742
2017_1116_1436,2017,-2,-0.106,6.5219941349,-0.035,0.0,0.059,2.08797653959,0.0283479960899,0.775171065494,0.255131964809,1.63147605083,0.372434017595,4.99022482893
2017_1116_1437,2017,-1,-0.164,2.11290322581,-0.035,-0.005,-0.04,2.88911290323,0.0927419354839,-0.209677419355,0.647177419355,0.23185483871,1.64516129032,6.46370967742
2017_1116_1438,2017,-1,0.054,14.0191532258,0.001,-0.024,0.051,2.63911290323,0.842741935484,0.0403225806452,2.17842741935,1.76310483871,0.582661290323,4.58870967742
2017_1116_1439,2017,-1,0.054,1.36290322581,-0.025,-0.034,0.025,4.13911290323,-0.313508064516,-0.803427419355,-0.415322580645,3.41935483871,1.86391129032,4.43245967742
2017_1116_1448,2017,-1,0.148,-2.04334677419,-0.007,-0.018,-0.014,0.764112903226,-1.15725806452,-1.27217741935,-0.0715725806452,1.95060483871,0.895161290323,0.744959677419
2017_1116_1452,2017,-1,-0.039,-2.57459677419,0.003,0.005,0.076,-3.01713709677,2.03024193548,-2.77217741935,-0.665322580645,-3.29939516129,0.0201612903226,0.213709677419
2017_1116_1455,2017,-3,-0.14,-1.44592030361,-0.009,-0.039,0.025,-0.460151802657,-3.88519924099,-2.26850094877,0.562618595825,0.566413662239,0.909867172676,1.92694497154
2017_1116_1457,2017,-1,-0.071,0.894153225806,0.008,-0.004,0.039,1.67036290323,-2.65725806452,1.44657258065,-1.44657258065,0.85685483871,-0.604838709677,2.61995967742
2017_1116_1458,2017,0,0.0,8.22580645161,0.012,0.02,0.115,-1.0,-0.258064516129,0.645161290323,0.677419354839,0.451612903226,0.967741935484,4.70967741935
2017_1116_1462,2017,-2,0.106,5.91593352884,0.012,0.032,0.072,-0.851417399804,-0.517106549365,-0.588465298143,-1.10850439883,1.3284457478,2.00879765396,1.99022482893
2017_1124_1137,2017,-2,0.016,-3.42830882353,-0.01,-0.018,0.038,4.25735294118,-0.604779411765,1.06985294118,0.172794117647,-2.11397058824,0.957720588235,-0.841911764706
2017_1124_1139,2017,1,0.039,-3.57157258065,-0.007,-0.004,-0.023,4.10080645161,1.89616935484,2.4939516129,3.27620967742,-1.16330645161,1.9747983871,-1.21572580645
2017_1124_1153,2017,1,-0.09,-1.95866935484,0.011,0.011,0.048,0.649193548387,0.154233870968,-0.796370967742,3.01814516129,-2.58266129032,-0.444556451613,2.07459677419
2017_1124_1166,2017,0,0.031,-10.3125,-0.038,-0.039,0.034,4.59375,-1.8125,-1.6875,1.125,-1.34375,1.84375,1.21875
2017_1124_1173,2017,2,-0.019,-4.04791666667,-0.001,-0.026,0.026,4.175,-0.647916666667,-0.0791666666667,1.30416666667,-2.9375,0.647916666667,-1.14583333333
2017_1124_1181,2017,-1,0.023,-7.73579545455,-0.002,-0.012,-0.036,2.08712121212,-0.629734848485,2.50568181818,2.16477272727,-0.846590909091,0.508522727273,-0.433712121212
2017_1124_1190,2017,-2,-0.013,-7.19301470588,-0.02,-0.024,0.013,2.72794117647,-1.01654411765,0.863970588235,-1.32720588235,-3.29044117647,0.0165441176471,-2.28308823529
2017_1124_1195,2017,-1,-0.007,-6.70549242424,-0.031,0.009,0.015,1.66287878788,-1.23579545455,0.263257575758,0.982954545455,-1.02840909091,1.29640151515,-0.857954545455
2017_1124_1196,2017,1,0.007,-6.0877016129,0.017,-0.007,-0.01,1.32661290323,-0.426411290323,2.91330645161,1.53427419355,-2.58266129032,0.0715725806452,-0.957661290323
2017_1124_1199,2017,0,0.0,-10.03125,-0.012,0.002,0.024,1.0,-0.53125,0.84375,1.8125,-2.40625,-0.40625,-1.8125
2017_1124_1211,2017,-1,-0.189,-11.8570075758,-0.047,-0.023,-0.021,3.54166666667,-5.7509469697,-0.342803030303,2.16477272727,-2.08901515152,0.326704545455,1.29356060606
2017_1124_1233,2017,-2,0.134,-7.75183823529,0.016,-0.038,-0.053,3.28676470588,-1.16360294118,0.0698529411765,1.34926470588,-1.84926470588,1.81066176471,-1.48897058824
2017_1124_1235,2017,1,0.104,-8.0877016129,0.007,-0.043,0.017,3.35887096774,-0.36189516129,-0.377016129032,3.2439516129,-2.87298387097,1.23286290323,1.71975806452
2017_1124_1240,2017,-2,0.193,2.98345588235,0.014,-0.013,0.005,2.61029411765,-0.428308823529,1.59926470588,-0.180147058824,0.474264705882,1.07536764706,-0.371323529412
2017_1124_1242,2017,0,-0.094,-10.0,-0.016,-0.046,0.051,0.84375,-1.625,-0.59375,0.34375,-1.875,0.09375,-0.375
2017_1124_1243,2017,0,0.156,0.3125,0.011,-0.006,0.025,3.21875,2.21875,0.59375,0.3125,-2.9375,1.0625,-0.125
2017_1124_1245,2017,-1,0.175,-4.67518939394,0.045,0.041,-0.002,-2.51893939394,-0.235795454545,3.08143939394,0.164772727273,-1.48295454545,0.963068181818,-1.61553030303
2017_1124_1246,2017,1,-0.058,-14.0554435484,-0.007,0.008,0.017,0.100806451613,-2.55544354839,-0.409274193548,1.46975806452,-0.969758064516,-0.605846774194,-1.57056451613
2017_1124_1257,2017,0,0.031,-4.8125,0.015,0.0,0.032,-0.40625,-1.1875,2.09375,2.28125,-1.6875,-0.71875,-1.75
2017_1124_1266,2017,1,0.168,-9.79737903226,-0.016,-0.071,-0.062,4.03629032258,0.831653225806,-0.860887096774,1.2439516129,-2.29233870968,1.16834677419,-1.66733870968
2017_1124_1268,2017,1,0.007,-1.76512096774,0.021,-0.004,0.016,2.03629032258,-0.232862903226,1.33266129032,0.469758064516,-0.260080645161,0.0070564516129,-0.796370967742
2017_1124_1274,2017,0,0.125,3.34375,0.018,0.0,-0.001,1.8125,0.25,3.78125,0.71875,-1.3125,0.90625,2.1875
2017_1124_1276,2017,0,0.125,-1.9375,-0.01,-0.026,-0.055,5.1875,3.46875,1.84375,4.03125,-0.875,2.0625,2.59375
2017_1124_1277,2017,0,0.187,0.5625,-0.001,-0.025,0.055,3.6875,-2.15625,-1.5,-0.78125,0.59375,-0.0625,-2.5625
2017_1124_1278,2017,1,0.039,-2.89415322581,0.037,0.011,0.014,1.6814516129,-3.68447580645,0.493951612903,1.66330645161,-0.808467741935,-2.25100806452,0.848790322581
